h3_index,geometry,centroid_lat,centroid_lon,population,population_density,median_income,income_band,age_median,target_age_fit,target_income_fit,road_length_km,road_density,highway_distance_km,highway_access_score,poi_count,competitor_count_500m,competitor_count_1km,competitor_count_2km,competitor_count_5km,complementary_count_500m,complementary_count_1km,complementary_count_2km,anchor_count_500m,anchor_count_1km,anchor_distance_km,competition_score,complementary_score,anchor_score,dominant_zone_class,commercial_area_pct,industrial_area_pct,residential_area_pct,flood_zone,in_sfha,flood_score,aqi,air_quality_score,human_evaluation_score
88489842c9fffff,"POLYGON((-97.945955 30.666774, -97.941001 30.669523, -97.941340 30.674659, -97.946633 30.677045, -97.951588 30.674297, -97.951249 30.669161, -97.945955 30.666774))",30.67191,-97.946294,318,431.48,80194,middle,50.03,0.3921,0.7977,2.156,2.925,19.41,0.0379,1,0,0,0,0,0,0,0,0,0,30.0,0.4114,0.0181,0.0,agricultural,11.63,7.76,39.76,X,False,0.7669,56.4,0.7304,3.3
88489842cbfffff,"POLYGON((-97.951588 30.674297, -97.946633 30.677045, -97.946973 30.682181, -97.952267 30.684568, -97.957222 30.681819, -97.956882 30.676683, -97.951588 30.674297))",30.679432,-97.951927,121,164.18,54475,lower_middle,49.07,0.4488,0.9474,1.794,2.434,19.963,0.0287,6,0,0,0,0,0,0,1,0,0,30.0,0.401,0.1327,0.0,agricultural,0.0,0.0,8.52,X,False,0.7643,40.9,0.8549,2.4
88489842cdfffff,"POLYGON((-97.935708 30.667136, -97.930754 30.669884, -97.931092 30.675020, -97.936385 30.677407, -97.941340 30.674659, -97.941001 30.669523, -97.935708 30.667136))",30.672272,-97.936047,266,360.92,86665,middle,47.12,0.5523,0.7124,0.221,0.3,18.47,0.0,4,0,0,0,0,0,0,0,0,0,30.0,0.4539,0.0081,0.0,agricultural,0.0,0.54,22.39,X,False,0.8212,52.0,0.7718,3.4
88489842e9fffff,"POLYGON((-97.920845 30.675380, -97.915891 30.678127, -97.916228 30.683262, -97.921521 30.685650, -97.926476 30.682903, -97.926138 30.677767, -97.920845 30.675380))",30.680515,-97.921183,185,251.02,60761,lower_middle,43.23,0.6745,0.9776,0.221,0.3,17.272,0.0,0,0,0,0,1,0,0,0,0,0,29.853,0.5169,0.0,0.0145,agricultural,3.13,13.45,33.19,X,False,0.775,47.3,0.8343,4.7
88489842edfffff,"POLYGON((-97.910598 30.675739, -97.905644 30.678486, -97.905981 30.683621, -97.911274 30.686009, -97.916228 30.683262, -97.915891 30.678127, -97.910598 30.675739))",30.680874,-97.910936,123,166.89,61561,lower_middle,46.94,0.4853,0.8655,0.221,0.3,16.194,0.1074,3,0,0,0,0,0,0,1,0,0,29.607,0.4264,0.1403,0.0,agricultural,29.59,0.0,0.0,X,False,0.7561,45.1,0.8342,3.5
8848984301fffff,"POLYGON((-97.826639 30.647778, -97.821686 30.650522, -97.822019 30.655657, -97.827307 30.658048, -97.832260 30.655304, -97.831926 30.650169, -97.826639 30.647778))",30.652913,-97.826973,292,396.2,63425,lower_middle,40.08,0.7832,1.0,1.149,1.559,8.736,0.0978,2,0,0,0,0,0,0,1,0,0,21.539,0.3841,0.1755,0.0038,agricultural,17.06,5.75,0.0,X,False,0.9089,49.5,0.7855,3.4
8848984303fffff,"POLYGON((-97.832260 30.655304, -97.827307 30.658048, -97.827640 30.663182, -97.832928 30.665573, -97.837882 30.662829, -97.837548 30.657694, -97.832260 30.655304))",30.660438,-97.832594,244,331.07,65768,lower_middle,46.63,0.4998,0.9118,0.221,0.3,9.001,0.0623,6,0,0,0,0,0,0,0,0,0,22.539,0.3771,0.0,0.0,industrial,0.0,30.92,0.0,X,False,0.9148,60.2,0.6352,3.7
8848984305fffff,"POLYGON((-97.816400 30.648131, -97.811446 30.650874, -97.811779 30.656009, -97.817066 30.658400, -97.822019 30.655657, -97.821686 30.650522, -97.816400 30.648131))",30.653266,-97.816733,276,374.49,66531,lower_middle,44.93,0.6419,0.9313,0.496,0.673,7.544,0.1496,6,0,0,0,0,0,0,1,0,0,20.676,0.432,0.1486,0.0376,agricultural,30.87,18.65,0.0,X,False,0.8788,49.3,0.7718,3.8
8848984307fffff,"POLYGON((-97.822019 30.655657, -97.817066 30.658400, -97.817399 30.663535, -97.822686 30.665926, -97.827640 30.663182, -97.827307 30.658048, -97.822019 30.655657))",30.660791,-97.822353,188,255.09,77562,middle,41.62,0.7416,0.924,0.221,0.3,8.288,0.1003,3,0,0,0,0,0,0,0,0,0,21.954,0.4045,0.0,0.0847,agricultural,12.56,0.0,17.99,X,False,0.8588,48.7,0.8012,3.6
8848984309fffff,"POLYGON((-97.831259 30.639900, -97.826306 30.642644, -97.826639 30.647778, -97.831926 30.650169, -97.836879 30.647425, -97.836545 30.642290, -97.831259 30.639900))",30.645034,-97.831592,144,195.39,58464,lower_middle,40.75,0.7733,0.7954,0.221,0.3,9.11,0.0018,5,0,1,1,1,0,0,0,1,1,21.094,0.6106,0.062,0.0,agricultural,4.67,0.0,20.91,X,False,0.7574,42.2,0.8883,2.9
884898430bfffff,"POLYGON((-97.836879 30.647425, -97.831926 30.650169, -97.832260 30.655304, -97.837548 30.657694, -97.842501 30.654950, -97.842167 30.649815, -97.836879 30.647425))",30.65256,-97.837214,230,312.08,68595,lower_middle,44.59,0.5276,0.9513,0.552,0.75,9.764,0.0621,4,1,1,1,1,0,0,0,0,0,22.168,0.6521,0.0,0.0388,industrial,0.0,38.11,7.34,0.2 PCT ANNUAL CHANCE,False,0.6076,51.8,0.7546,5.3
884898430dfffff,"POLYGON((-97.821019 30.640253, -97.816066 30.642997, -97.816400 30.648131, -97.821686 30.650522, -97.826639 30.647778, -97.826306 30.642644, -97.821019 30.640253))",30.645388,-97.821353,308,417.91,57719,lower_middle,45.33,0.6773,0.9194,0.319,0.433,8.044,0.0897,4,0,0,0,0,0,0,0,0,1,20.728,0.3472,0.0185,0.0971,agricultural,0.0,0.0,23.4,X,False,0.9085,50.9,0.785,3.6
8848984311fffff,"POLYGON((-97.848124 30.662475, -97.843170 30.665219, -97.843504 30.670354, -97.848793 30.672744, -97.853747 30.670000, -97.853413 30.664865, -97.848124 30.662475))",30.66761,-97.848459,214,290.37,60951,lower_middle,41.71,0.7029,1.0,1.253,1.701,10.523,0.0586,3,0,0,0,0,0,0,0,0,0,23.904,0.4415,0.1398,0.0,industrial,2.34,56.11,0.0,X,False,0.9485,46.8,0.8504,5.3
8848984313fffff,"POLYGON((-97.853747 30.670000, -97.848793 30.672744, -97.849128 30.677879, -97.854417 30.680269, -97.859372 30.677524, -97.859037 30.672390, -97.853747 30.670000))",30.675134,-97.854082,137,185.89,61226,lower_middle,48.21,0.4459,0.9104,0.431,0.584,11.017,0.0635,4,0,0,0,0,0,0,2,0,0,25.123,0.361,0.3442,0.0418,agricultural,14.68,0.0,0.0,X,False,0.8164,57.0,0.7222,4.4
8848984315fffff,"POLYGON((-97.837882 30.662829, -97.832928 30.665573, -97.833262 30.670707, -97.838550 30.673098, -97.843504 30.670354, -97.843170 30.665219, -97.837882 30.662829))",30.667963,-97.838216,276,374.49,75943,middle,43.26,0.6678,0.8968,0.221,0.3,9.608,0.0928,7,0,0,0,0,0,0,0,0,0,23.285,0.3725,0.0,0.0093,agricultural,18.46,0.0,0.0,X,False,0.8329,60.0,0.6709,4.4
8848984317fffff,"POLYGON((-97.843504 30.670354, -97.838550 30.673098, -97.838884 30.678232, -97.844173 30.680623, -97.849128 30.677879, -97.848793 30.672744, -97.843504 30.670354))",30.675488,-97.843839,200,271.37,69203,lower_middle,52.0,0.2965,0.946,1.642,2.227,10.018,0.067,3,0,0,1,1,0,0,0,0,0,24.452,0.6322,0.0,0.0391,residential,0.0,27.62,36.35,X,False,0.8513,55.5,0.7097,4.3
8848984319fffff,"POLYGON((-97.852743 30.654596, -97.847789 30.657340, -97.848124 30.662475, -97.853413 30.664865, -97.858366 30.662120, -97.858031 30.656985, -97.852743 30.654596))",30.65973,-97.853078,173,234.74,69248,lower_middle,45.01,0.613,0.9915,1.461,1.982,10.806,0.0514,6,1,1,1,1,0,0,0,0,0,23.473,0.566,0.0028,0.0008,agricultural,36.91,0.0,0.0,X,False,0.8309,41.9,0.8522,4.0
884898431bfffff,"POLYGON((-97.858366 30.662120, -97.853413 30.664865, -97.853747 30.670000, -97.859037 30.672390, -97.863991 30.669645, -97.863656 30.664510, -97.858366 30.662120))",30.667255,-97.858702,82,111.26,67549,lower_middle,46.2,0.5111,0.9092,0.87,1.18,11.394,0.0488,5,0,1,1,1,0,0,1,0,1,24.803,0.5746,0.1827,0.0301,industrial,17.42,39.94,14.8,X,False,0.7788,43.8,0.8568,5.1
884898431dfffff,"POLYGON((-97.842501 30.654950, -97.837548 30.657694, -97.837882 30.662829, -97.843170 30.665219, -97.848124 30.662475, -97.847789 30.657340, -97.842501 30.654950))",30.660085,-97.842836,397,538.67,66505,lower_middle,50.42,0.4067,1.0,0.918,1.246,10.187,0.0072,2,0,0,0,1,0,1,2,0,0,22.873,0.4789,0.2684,0.0375,agricultural,24.66,18.84,6.29,X,False,0.9454,49.4,0.759,4.1
8848984321fffff,"POLYGON((-97.801540 30.656360, -97.796586 30.659103, -97.796918 30.664237, -97.802205 30.666629, -97.807158 30.663886, -97.806826 30.658752, -97.801540 30.656360))",30.661494,-97.801872,237,321.57,70961,middle,47.94,0.4354,0.8534,0.221,0.3,6.614,0.1926,1,0,0,0,0,0,0,0,0,0,20.844,0.4793,0.0,0.0794,industrial,14.84,33.97,14.95,X,False,0.8589,52.7,0.7111,3.8
8848984323fffff,"POLYGON((-97.807158 30.663886, -97.802205 30.666629, -97.802537 30.671763, -97.807824 30.674154, -97.812778 30.671412, -97.812445 30.666278, -97.807158 30.663886))",30.66902,-97.807491,204,276.8,80117,middle,44.63,0.5768,0.8397,0.69,0.936,6.987,0.0843,3,0,0,0,0,0,0,0,0,0,22.099,0.3804,0.0,0.0238,agricultural,8.37,16.87,0.0,X,False,0.9029,46.6,0.8685,4.6
8848984325fffff,"POLYGON((-97.791300 30.656711, -97.786347 30.659453, -97.786679 30.664587, -97.791964 30.666979, -97.796918 30.664237, -97.796586 30.659103, -97.791300 30.656711))",30.661845,-97.791632,245,332.43,85530,middle,45.33,0.6163,0.7992,2.577,3.497,5.635,0.1927,4,0,0,0,1,0,0,1,0,0,19.801,0.3921,0.2226,0.0803,commercial,26.82,22.89,1.52,X,False,0.7527,47.6,0.7495,4.9
8848984327fffff,"POLYGON((-97.796918 30.664237, -97.791964 30.666979, -97.792296 30.672113, -97.797583 30.674505, -97.802537 30.671763, -97.802205 30.666629, -97.796918 30.664237))",30.669371,-97.797251,379,514.25,66378,lower_middle,43.79,0.631,1.0,0.725,0.984,6.089,0.1382,1,0,0,0,0,0,0,0,0,0,20.909,0.4351,0.0,0.0097,residential,0.0,20.56,23.58,X,False,0.8893,58.7,0.655,4.4
8848984329fffff,"POLYGON((-97.806160 30.648483, -97.801207 30.651226, -97.801540 30.656360, -97.806826 30.658752, -97.811779 30.656009, -97.811446 30.650874, -97.806160 30.648483))",30.653617,-97.806493,384,521.03,76935,middle,37.99,0.8914,0.8702,1.426,1.935,6.772,0.1535,6,0,1,1,1,0,0,1,0,0,20.254,0.6205,0.2044,0.0657,industrial,5.62,28.97,28.52,X,False,0.8071,56.4,0.8001,4.1
884898432bfffff,"POLYGON((-97.811779 30.656009, -97.806826 30.658752, -97.807158 30.663886, -97.812445 30.666278, -97.817399 30.663535, -97.817066 30.658400, -97.811779 30.656009))",30.661143,-97.812112,150,203.53,83086,middle,42.27,0.7116,0.8609,0.68,0.923,7.204,0.1264,3,0,0,0,0,1,1,1,0,0,20.872,0.4359,0.1738,0.0123,industrial,23.05,41.75,1.19,A,True,0.271,56.2,0.7175,2.3
884898432dfffff,"POLYGON((-97.795921 30.648834, -97.790968 30.651576, -97.791300 30.656711, -97.796586 30.659103, -97.801540 30.656360, -97.801207 30.651226, -97.795921 30.648834))",30.653968,-97.796254,455,617.37,57215,lower_middle,51.2,0.3696,1.0,1.308,1.775,6.032,0.1446,4,0,0,0,0,0,0,0,0,0,19.529,0.3789,0.0602,0.0009,residential,11.48,20.4,29.57,X,False,0.8992,62.7,0.6791,3.8
8848984331fffff,"POLYGON((-97.823020 30.671060, -97.818066 30.673803, -97.818399 30.678937, -97.823687 30.681328, -97.828641 30.678585, -97.828308 30.673451, -97.823020 30.671060))",30.676194,-97.823353,141,191.32,62386,lower_middle,49.41,0.4203,1.0,0.456,0.618,8.149,0.1004,2,0,0,0,0,0,0,0,0,0,23.342,0.4361,0.0,0.0635,agricultural,0.0,0.0,10.48,0.2 PCT ANNUAL CHANCE,False,0.7459,53.4,0.6988,3.4
8848984333fffff,"POLYGON((-97.828641 30.678585, -97.823687 30.681328, -97.824021 30.686462, -97.829309 30.688853, -97.834264 30.686110, -97.833930 30.680976, -97.828641 30.678585))",30.683719,-97.828975,258,350.07,89181,middle,43.23,0.6831,0.7122,1.05,1.425,8.924,0.105,3,0,0,0,0,0,1,2,0,0,24.432,0.3698,0.3742,0.0181,agricultural,0.0,0.0,0.0,X,False,0.7392,61.0,0.6404,4.2
8848984335fffff,"POLYGON((-97.812778 30.671412, -97.807824 30.674154, -97.808157 30.679288, -97.813444 30.681680, -97.818399 30.678937, -97.818066 30.673803, -97.812778 30.671412))",30.676546,-97.813111,167,226.59,67141,lower_middle,46.79,0.4046,1.0,0.605,0.821,7.526,0.0987,4,0,0,0,0,1,1,1,0,0,22.546,0.3917,0.2608,0.0074,agricultural,35.09,2.17,16.01,X,False,0.9422,55.6,0.6856,4.6
8848984337fffff,"POLYGON((-97.818399 30.678937, -97.813444 30.681680, -97.813778 30.686814, -97.819066 30.689205, -97.824021 30.686462, -97.823687 30.681328, -97.818399 30.678937))",30.684071,-97.818732,440,597.01,74040,middle,49.12,0.4258,0.9516,0.644,0.873,7.94,0.0945,5,0,0,0,0,0,0,0,0,0,23.521,0.387,0.0,0.0458,industrial,6.85,39.39,16.82,X,False,0.8195,38.4,0.8687,5.1
8848984339fffff,"POLYGON((-97.827640 30.663182, -97.822686 30.665926, -97.823020 30.671060, -97.828308 30.673451, -97.833262 30.670707, -97.832928 30.665573, -97.827640 30.663182))",30.668317,-97.827974,329,446.4,74975,middle,44.61,0.5711,0.8803,0.221,0.3,8.482,0.0739,3,0,0,1,2,0,0,0,0,0,22.732,0.5833,0.0238,0.0059,agricultural,8.57,0.0,0.0,X,False,0.9108,45.7,0.833,4.3
884898433bfffff,"POLYGON((-97.833262 30.670707, -97.828308 30.673451, -97.828641 30.678585, -97.833930 30.680976, -97.838884 30.678232, -97.838550 30.673098, -97.833262 30.670707))",30.675842,-97.833596,250,339.21,62405,lower_middle,41.62,0.7364,1.0,0.221,0.3,9.229,0.0773,3,0,0,0,0,1,1,1,0,0,23.994,0.3094,0.2608,0.0407,industrial,17.44,34.23,20.34,X,False,0.7746,46.4,0.8684,4.7
884898433dfffff,"POLYGON((-97.817399 30.663535, -97.812445 30.666278, -97.812778 30.671412, -97.818066 30.673803, -97.823020 30.671060, -97.822686 30.665926, -97.817399 30.663535))",30.668669,-97.817732,301,408.41,72420,middle,51.97,0.3555,1.0,0.221,0.3,7.769,0.1175,3,0,0,0,0,0,0,0,0,0,22.315,0.4035,0.0,0.0601,agricultural,19.02,19.79,0.0,X,False,0.7941,53.2,0.7546,4.2
8848984341fffff,"POLYGON((-97.830257 30.624495, -97.825305 30.627239, -97.825639 30.632374, -97.830925 30.634765, -97.835877 30.632020, -97.835543 30.626885, -97.830257 30.624495))",30.62963,-97.830591,299,405.7,74906,middle,45.6,0.6312,0.9244,0.221,0.3,8.851,0.0442,3,0,0,0,0,0,0,1,0,0,19.77,0.3901,0.2368,0.0255,industrial,0.0,22.58,17.72,X,False,0.852,47.3,0.8079,4.1
8848984343fffff,"POLYGON((-97.835877 30.632020, -97.830925 30.634765, -97.831259 30.639900, -97.836545 30.642290, -97.841498 30.639546, -97.841164 30.634411, -97.835877 30.632020))",30.637155,-97.836211,228,309.36,67607,lower_middle,46.8,0.5472,0.9387,0.438,0.594,9.225,0.1176,6,0,0,0,0,0,0,0,0,0,20.843,0.354,0.0,0.0169,agricultural,0.0,0.0,0.0,X,False,0.8695,44.5,0.8065,3.4
8848984345fffff,"POLYGON((-97.820019 30.624848, -97.815067 30.627592, -97.815400 30.632727, -97.820686 30.635118, -97.825639 30.632374, -97.825305 30.627239, -97.820019 30.624848))",30.629983,-97.820353,272,369.06,75219,middle,46.12,0.4919,0.8374,0.221,0.3,8.1,0.13,2,0,0,0,0,0,1,1,0,0,18.888,0.3673,0.1932,0.0413,industrial,10.29,33.19,0.0,X,False,0.9002,53.3,0.7872,4.7
8848984347fffff,"POLYGON((-97.825639 30.632374, -97.820686 30.635118, -97.821019 30.640253, -97.826306 30.642644, -97.831259 30.639900, -97.830925 30.634765, -97.825639 30.632374))",30.637509,-97.825972,292,396.2,87939,middle,43.14,0.7231,0.7048,0.221,0.3,8.624,0.0662,3,0,0,0,0,0,0,0,0,0,20.18,0.4163,0.0,0.0,agricultural,39.98,10.51,3.51,X,False,0.9385,52.3,0.7469,5.3
8848984349fffff,"POLYGON((-97.834876 30.616615, -97.829924 30.619359, -97.830257 30.624495, -97.835543 30.626885, -97.840496 30.624140, -97.840161 30.619005, -97.834876 30.616615))",30.62175,-97.835209,372,504.75,73868,middle,40.91,0.7255,0.8966,0.699,0.948,9.295,0.0499,4,0,0,0,0,1,2,3,0,0,19.989,0.3503,0.4418,0.0,industrial,25.0,26.19,0.0,X,False,0.8455,43.5,0.8086,4.7
884898434bfffff,"POLYGON((-97.840496 30.624140, -97.835543 30.626885, -97.835877 30.632020, -97.841164 30.634411, -97.846117 30.631666, -97.845782 30.626530, -97.840496 30.624140))",30.629275,-97.84083,238,322.93,81589,middle,45.32,0.5617,0.8505,0.432,0.586,9.757,0.0229,4,0,0,0,0,0,0,0,0,0,20.893,0.3539,0.0215,0.0244,agricultural,6.24,0.0,31.32,X,False,0.5692,41.7,0.8915,2.9
884898434dfffff,"POLYGON((-97.824638 30.616969, -97.819686 30.619713, -97.820019 30.624848, -97.825305 30.627239, -97.830257 30.624495, -97.829924 30.619359, -97.824638 30.616969))",30.622104,-97.824972,263,356.85,66537,lower_middle,37.56,1.0,0.9651,0.221,0.3,8.702,0.1419,4,0,0,0,1,0,0,0,0,0,18.719,0.3209,0.0,0.0097,agricultural,0.0,0.0,9.02,X,False,0.8296,56.1,0.7063,3.4
8848984351fffff,"POLYGON((-97.851739 30.639191, -97.846786 30.641936, -97.847120 30.647071, -97.852408 30.649461, -97.857361 30.646715, -97.857026 30.641580, -97.851739 30.639191))",30.644326,-97.852073,169,229.31,68848,lower_middle,47.09,0.472,1.0,0.221,0.3,10.436,0.0709,5,0,0,0,0,2,2,2,0,0,22.416,0.4343,0.3957,0.056,agricultural,0.0,0.0,26.7,X,False,0.8334,54.3,0.7206,3.1
8848984353fffff,"POLYGON((-97.857361 30.646715, -97.852408 30.649461, -97.852743 30.654596, -97.858031 30.656985, -97.862985 30.654240, -97.862650 30.649105, -97.857361 30.646715))",30.65185,-97.857696,231,313.43,84691,middle,44.09,0.6792,0.8367,0.221,0.3,11.519,0.0202,2,0,0,0,0,0,0,0,0,0,23.359,0.4285,0.0269,0.0,agricultural,38.32,0.0,0.0,0.2 PCT ANNUAL CHANCE,False,0.6188,45.1,0.86,3.5
8848984355fffff,"POLYGON((-97.841498 30.639546, -97.836545 30.642290, -97.836879 30.647425, -97.842167 30.649815, -97.847120 30.647071, -97.846786 30.641936, -97.841498 30.639546))",30.64468,-97.841833,318,431.48,79215,middle,40.69,0.7714,0.8071,0.221,0.3,9.754,0.0505,3,0,0,0,0,0,0,0,0,0,21.916,0.4478,0.0,0.0,agricultural,0.0,11.33,34.73,X,False,0.7843,58.7,0.6907,3.9
8848984357fffff,"POLYGON((-97.847120 30.647071, -97.842167 30.649815, -97.842501 30.654950, -97.847789 30.657340, -97.852743 30.654596, -97.852408 30.649461, -97.847120 30.647071))",30.652206,-97.847455,236,320.22,63663,lower_middle,47.12,0.4287,1.0,0.221,0.3,10.285,0.0304,1,0,0,0,0,0,0,0,0,0,22.624,0.4353,0.0446,0.0546,agricultural,0.0,18.57,1.26,X,False,0.8355,55.4,0.6608,3.2
8848984359fffff,"POLYGON((-97.856356 30.631310, -97.851404 30.634055, -97.851739 30.639191, -97.857026 30.641580, -97.861979 30.638835, -97.861644 30.633700, -97.856356 30.631310))",30.636445,-97.856691,296,401.63,76156,middle,47.87,0.4877,0.9495,0.221,0.3,11.279,0.0598,5,0,0,0,0,1,1,1,0,0,22.523,0.4478,0.1393,0.0462,industrial,8.09,33.75,20.6,X,False,0.7992,45.0,0.8441,4.7
884898435bfffff,"POLYGON((-97.861979 30.638835, -97.857026 30.641580, -97.857361 30.646715, -97.862650 30.649105, -97.867603 30.646360, -97.867267 30.641224, -97.861979 30.638835))",30.64397,-97.862314,103,139.76,68437,lower_middle,37.77,0.8662,1.0,1.155,1.567,11.564,0.0424,4,1,1,1,1,0,0,0,0,0,22.898,0.6157,0.0,0.0401,agricultural,21.99,12.54,21.88,X,False,0.8092,55.0,0.6883,3.6
884898435dfffff,"POLYGON((-97.846117 30.631666, -97.841164 30.634411, -97.841498 30.639546, -97.846786 30.641936, -97.851739 30.639191, -97.851404 30.634055, -97.846117 30.631666))",30.636801,-97.846451,450,610.58,87832,middle,46.78,0.5244,0.7564,1.015,1.378,10.278,0.0508,5,0,0,0,0,0,0,1,0,0,21.748,0.4202,0.136,0.0248,agricultural,3.72,8.15,23.52,X,False,0.8137,56.9,0.7353,4.5
8848984361fffff,"POLYGON((-97.805162 30.633079, -97.800210 30.635822, -97.800542 30.640957, -97.805828 30.643349, -97.810781 30.640605, -97.810448 30.635471, -97.805162 30.633079))",30.638214,-97.805495,206,279.51,65073,lower_middle,43.02,0.6349,1.0,1.718,2.331,6.891,0.1607,2,0,0,0,0,0,0,0,0,0,19.02,0.5133,0.0,0.0164,commercial,32.72,12.58,25.41,X,False,0.914,50.2,0.7582,4.3
8848984363fffff,"POLYGON((-97.810781 30.640605, -97.805828 30.643349, -97.806160 30.648483, -97.811446 30.650874, -97.816400 30.648131, -97.816066 30.642997, -97.810781 30.640605))",30.64574,-97.811113,236,320.22,79697,middle,47.58,0.4858,0.854,1.727,2.344,7.345,0.0986,5,0,0,0,0,0,0,1,0,0,19.997,0.4515,0.2084,0.0316,agricultural,23.16,0.0,2.51,X,False,0.5692,51.1,0.7358,4.3
8848984365fffff,"POLYGON((-97.794925 30.633431, -97.789972 30.636173, -97.790304 30.641308, -97.795589 30.643700, -97.800542 30.640957, -97.800210 30.635822, -97.794925 30.633431))",30.638565,-97.795257,367,497.96,74972,middle,44.29,0.5825,1.0,2.095,2.843,5.565,0.1367,1,0,0,0,0,0,0,1,0,0,18.156,0.4711,0.2176,0.0254,agricultural,0.0,16.72,5.8,X,False,0.8857,43.9,0.8543,4.1
8848984367fffff,"POLYGON((-97.800542 30.640957, -97.795589 30.643700, -97.795921 30.648834, -97.801207 30.651226, -97.806160 30.648483, -97.805828 30.643349, -97.800542 30.640957))",30.646091,-97.800875,306,415.2,73688,middle,41.98,0.737,0.9636,0.221,0.3,6.278,0.1649,8,0,0,0,0,1,1,2,0,0,19.351,0.3098,0.3061,0.0651,industrial,0.0,22.46,0.0,X,False,0.9305,59.3,0.6358,4.2
8848984369fffff,"POLYGON((-97.809782 30.625201, -97.804830 30.627945, -97.805162 30.633079, -97.810448 30.635471, -97.815400 30.632727, -97.815067 30.627592, -97.809782 30.625201))",30.630336,-97.810115,336,455.9,68400,lower_middle,45.87,0.4827,0.9488,0.411,0.557,7.035,0.0819,5,0,0,0,1,0,0,0,0,0,18.639,0.4284,0.0,0.0614,agricultural,0.0,0.0,44.39,X,False,0.8041,50.2,0.7334,3.6
884898436bfffff,"POLYGON((-97.815400 30.632727, -97.810448 30.635471, -97.810781 30.640605, -97.816066 30.642997, -97.821019 30.640253, -97.820686 30.635118, -97.815400 30.632727))",30.637862,-97.815733,472,640.43,96965,middle,45.0,0.6422,0.6536,0.694,0.941,7.351,0.1101,2,0,0,0,0,0,0,0,0,0,19.536,0.4164,0.0461,0.0801,agricultural,0.9,11.21,0.0,X,False,0.7697,50.2,0.7786,4.6
884898436dfffff,"POLYGON((-97.799545 30.625553, -97.794593 30.628296, -97.794925 30.633431, -97.800210 30.635822, -97.805162 30.633079, -97.804830 30.627945, -97.799545 30.625553))",30.630688,-97.799877,290,393.49,63905,lower_middle,38.6,0.8653,0.9772,1.237,1.678,6.185,0.1548,3,0,0,0,0,0,0,1,0,0,18.258,0.3872,0.2244,0.0311,industrial,9.14,35.98,26.05,X,False,0.7619,45.5,0.8401,4.9
8848984a49fffff,"POLYGON((-97.730862 30.674196, -97.725908 30.676935, -97.726237 30.682068, -97.731521 30.684463, -97.736476 30.681724, -97.736146 30.676590, -97.730862 30.674196))",30.67933,-97.731192,333,451.83,52140,lower_middle,49.45,0.4873,0.8654,4.353,5.907,1.529,0.5942,2,0,0,0,0,0,0,0,0,0,19.814,0.3623,0.0,0.0,industrial,32.67,33.09,4.52,X,False,0.8526,41.2,0.8699,4.9
8848984a4dfffff,"POLYGON((-97.720625 30.674541, -97.715671 30.677279, -97.715999 30.682412, -97.721283 30.684807, -97.726237 30.682068, -97.725908 30.676935, -97.720625 30.674541))",30.679674,-97.720954,262,355.5,67304,lower_middle,39.99,0.8359,1.0,2.942,3.992,2.257,0.5237,0,0,0,0,0,0,0,0,0,0,19.501,0.4203,0.043,0.0455,industrial,30.07,40.56,1.5,X,False,0.8644,43.4,0.8277,5.8
8848984b49fffff,"POLYGON((-97.659211 30.676590, -97.654256 30.679325, -97.654582 30.684458, -97.659863 30.686855, -97.664817 30.684119, -97.664491 30.678986, -97.659211 30.676590))",30.681722,-97.659537,164,222.52,65319,lower_middle,52.0,0.2043,0.962,1.307,1.774,5.38,0.2034,3,0,0,0,0,0,0,0,0,0,19.15,0.3699,0.0426,0.058,industrial,4.05,26.32,14.03,X,False,0.7614,47.8,0.7906,4.5
8848984b4dfffff,"POLYGON((-97.648976 30.676928, -97.644022 30.679664, -97.644348 30.684796, -97.649628 30.687193, -97.654582 30.684458, -97.654256 30.679325, -97.648976 30.676928))",30.682061,-97.649302,135,183.18,79097,middle,42.98,0.6437,0.8975,1.347,1.828,4.235,0.2858,4,0,0,0,0,0,1,1,0,0,19.55,0.487,0.1434,0.0134,industrial,2.96,48.1,0.0,X,False,0.9319,57.0,0.6794,5.2
